penalty,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,2,3
cache-hit-ratio,0.62246,0.62083,0.6200625,0.6215175,0.619825,0.62108,0.617955,0.617405,0.6157625,0.6112575,0.602975,0.60428,0.611015,0.618785,0.62463,0.6313025,0.63596,0.63987,0.6432125,0.6468625,0.6492675,0.6645325,0.67897
mean-latency,55.52635,55.5982,55.67245,55.55775,55.64065,55.5717,55.7383,55.70495,55.7553,55.88575,56.15225,55.94555,55.2856,54.5808,54.14475,53.625,53.26255,52.934,52.7206,52.38085,52.16385,50.91655,49.82565
