0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2
55.72285,55.52423558,55.5815307,791.0657438,2039.913365,3099.221036,4342.59412,4963.198547,5786.058362,8377.301907,20517.2643,29672.75528,39453.93183,60163.77374,99513.1571,145095.6323,195265.544,247781.198,300458.213,355488.4317,411021.6958
