0,0.01,0.05,0.08,0.09,0.1,0.11,0.12,0.13,0.15,0.16,0.17,0.18,0.19,0.2,0.3,0.4,0.5,0.6,0.7,0.8
55.58815,55.53219885,3006.17181,5733.83104,6948.795271,8417.512271,10145.40305,11271.06441,12786.13679,15509.77896,16248.06023,17213.65582,18179.05667,18984.27478,19708.81981,29319.55182,38650.60881,54486.53178,93959.25652,140709.8422,190063.2305
