0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2
82.9094,82.81595403,2333.069276,6084.710298,8796.261015,12923.17053,14329.68212,16172.43383,20428.53766,25673.50461,63554.97061,91761.52715,118952.5494,145452.2599,171015.4315,198333.7347,225061.6666,261139.4357,309841.2951,362384.8015,416779.4739
